亜,S,2.5,sub-,ア
吹,S,4,blow,"スイ,ふ-く"
炊,S,3,cook,"スイ,た-く"
帥,S,2.5,commander,スイ
粋,S,3,chic,"スイ,いき"
衰,S,3,decline,"スイ,おとろ-える"
酔,S,3,drunk,"スイ,よ-う"
遂,S,3,consummate,"スイ,と-げる"
睡,S,2.5,drowsy,スイ
穂,S,3,ear,"スイ,ほ"
随,S,3,follow,ズイ
髄,S,3,marrow,ズイ
枢,S,2.5,hinge,スウ
崇,S,2.5,adore,スウ
据,S,2.5,set,"す-える,す-わる"
杉,S,2.5,cedar,すぎ
裾,S,2,cuff,すそ
瀬,S,3,rapids,せ
是,S,4,just so,ゼ
井,S,4,well,"セイ,（ショウ）,い"
姓,S,4,surname,"セイ,ショウ"
征,S,4,subjugate,セイ
斉,S,2.5,adjusted,セイ
牲,S,3,animal sacrifice,セイ
凄,S,2,uncanny,セイ
逝,S,2.5,departed,"セイ,ゆ-く,い-く"
婿,S,3,bridegroom,"セイ,むこ"
誓,S,2.5,vow,"セイ,ちか-う"
請,S,3,solicit,"セイ,（シン）,こ-う,う-ける"
醒,S,2,be disillusioned,セイ
斥,S,3,reject,セキ
析,S,2.5,chop,セキ
脊,S,2,stature,セキ
隻,S,3,vessels,セキ
惜,S,3,pity,"セキ,お-しい,お-しむ"
戚,S,2,grieve,セキ
跡,S,4,tracks,"セキ,あと"
籍,S,3,enroll,セキ
拙,S,2.5,bungling,"セツ,つたな-い"
窃,S,2.5,stealth,セツ
摂,S,3,vicarious,セツ
仙,S,2.5,hermit,セン
占,S,4,fortune telling,"セン,し-める,うらな-う"
扇,S,4,fan,"セン,おうぎ"
栓,S,2.5,plug,セン
旋,S,2.5,rotation,セン
煎,S,2,broil,"セン,い-る"
羨,S,2,envy,"セン,うらや-む,うらや-ましい"
腺,S,2,gland,セン
詮,S,2,discussion,セン
践,S,2.5,tread,セン
箋,S,2,paper,セン
潜,S,3,submerge,"セン,ひそ-む,もぐ-る"
遷,S,2.5,transition,セン
薦,S,2.5,recommend,"セン,すす-める"
繊,S,2.5,slender,セン
鮮,S,4,fresh,"セン,あざ-やか"
禅,S,2.5,Zen,ゼン
漸,S,2.5,steadily,ゼン
膳,S,2,tray,ゼン
繕,S,3,darning,"ゼン,つくろ-う"
狙,S,2,aim at,"ソ,ねら-う"
阻,S,3,thwart,"ソ,はば-む"
租,S,2.5,tariff,ソ
措,S,3,set aside,ソ
粗,S,3,coarse,"ソ,あら-い"
疎,S,2.5,alienate,"ソ,うと-い,うと-む"
訴,S,4,sue,"ソ,うった-える"
塑,S,2.5,model,ソ
遡,S,2,go upstream,"ソ,さかのぼ-る"
礎,S,3,cornerstone,"ソ,いしずえ"
双,S,3,pair,"ソウ,ふた"
壮,S,2.5,robust,ソウ
荘,S,2.5,villa,ソウ
捜,S,2.5,search,"ソウ,さが-す"
挿,S,2.5,insert,"ソウ,さ-す"
桑,S,3,mulberry,"ソウ,くわ"
掃,S,3,sweep,"ソウ,は-く"
曹,S,2.5,cadet,ソウ
曽,S,2,formerly,"ソウ,（ゾ）"
爽,S,2,refreshing,"ソウ,さわ-やか"
喪,S,2.5,miss,"ソウ,も"
痩,S,2,get thin,"ソウ,や-せる"
葬,S,3,interment,"ソウ,ほうむ-る"
僧,S,4,Buddhist priest,ソウ
遭,S,3,encounter,"ソウ,あ-う"
槽,S,2.5,vat,ソウ
踪,S,2,remains,ソウ
燥,S,4,parch,ソウ
霜,S,2.5,frost,"ソウ,しも"
騒,S,4,boisterous,"ソウ,さわ-ぐ"
藻,S,2.5,seaweed,"ソウ,も"
憎,S,3,hate,"ゾウ,にく-む,にく-い,にく-らしい,にく-しみ"
贈,S,4,presents,"ゾウ,（ソウ）,おく-る"
即,S,4,instant,ソク
促,S,3,stimulate,"ソク,うなが-す"
捉,S,2,capture,"ソク,とら-える"
俗,S,4,vulgar,ゾク
賊,S,3,burglar,ゾク
遜,S,2,humble,ソン
汰,S,2,luxury,タ
妥,S,2.5,gentle,ダ
唾,S,2,saliva,"ダ,つば"
堕,S,2.5,degenerate,ダ
惰,S,2.5,lazy,ダ
駄,S,2.5,burdensome,ダ
耐,S,4,resistant,"タイ,た-える"
怠,S,3,neglect,"タイ,おこた-る,なま-ける"
胎,S,3,womb,タイ
泰,S,2.5,peaceful,タイ
堆,S,2,piled high,タイ
袋,S,3,sack,"タイ,ふくろ"
逮,S,3,apprehend,タイ
替,S,4,exchange,"タイ,か-える,か-わる"
滞,S,3,stagnate,"タイ,とどこお-る"
戴,S,2,be crowned with,タイ
滝,S,3,waterfall,たき
択,S,3,choose,タク
沢,S,4,swamp,"タク,さわ"
卓,S,3,eminent,タク
拓,S,4,clear (the land),タク
託,S,3,consign,タク
濯,S,2.5,laundry,タク
諾,S,3,consent,ダク
濁,S,4,voiced,"ダク,にご-る,にご-す"
但,S,2.5,however,ただ-し
脱,S,4,undress,"ダツ,ぬ-ぐ,ぬ-げる"
奪,S,3,rob,"ダツ,うば-う"
棚,S,2.5,shelf,たな
誰,S,2,who (question word),だれ
丹,S,4,cinnabar,タン
旦,S,2,daybreak,"タン,ダン"
胆,S,3,gall bladder,タン
淡,S,4,thin,"タン,あわ-い"
嘆,S,4,sigh,"タン,なげ-く,なげ-かわしい"
端,S,4,edge,"タン,はし,は,はた"
綻,S,2,rip,"タン,ほころ-びる"
鍛,S,3,forge,"タン,きた-える"
弾,S,4,bullet,"ダン,ひ-く,はず-む,たま"
壇,S,3,podium,"ダン,（タン）"
恥,S,4,shame,"チ,は-じる,はじ,は-じらう,は-ずかしい"
致,S,4,(to) do,"チ,いた-す"
遅,S,4,slow,"チ,おく-れる,おく-らす,おそ-い"
痴,S,2.5,stupid,チ
稚,S,3,immature,チ
緻,S,2,fine (not coarse),チ
畜,S,3,livestock,チク
逐,S,2.5,pursue,チク
蓄,S,4,amass,"チク,たくわ-える"
秩,S,2.5,regularity,チツ
窒,S,3,plug up,チツ
嫡,S,2.5,legitimate wife,チャク
沖,S,4,open sea,"チュウ,おき"
抽,S,3,pluck,チュウ
衷,S,2.5,inmost,チュウ
酎,S,2,sake,チュウ
鋳,S,3,casting,"チュウ,い-る"
駐,S,3,stop-over,チュウ
弔,S,2.5,condolences,"チョウ,とむら-う"
挑,S,2.5,challenge,"チョウ,いど-む"
彫,S,3,carve,"チョウ,ほ-る"
眺,S,2.5,stare,"チョウ,なが-める"
釣,S,2.5,angling,"チョウ,つ-る"
貼,S,2,paste,"チョウ,は-る"
超,S,3,transcend,"チョウ,こ-える,こ-す"
跳,S,4,hop,"チョウ,は-ねる,と-ぶ"
徴,S,4,indications,チョウ
嘲,S,2,ridicule,"チョウ,あざけ-る"
澄,S,4,lucidity,"チョウ,す-む,す-ます"
聴,S,3,listen,"チョウ,き-く"
懲,S,2.5,penal,"チョウ,こ-りる,こ-らす,こ-らしめる"
勅,S,2.5,imperial order,チョク
捗,S,2,make progress,チョク
沈,S,4,sink,"チン,しず-む,しず-める"
珍,S,4,rare,"チン,めずら-しい"
朕,S,2.5,majestic plural,チン
陳,S,3,exhibit,チン
鎮,S,3,tranquilize,"チン,しず-める,しず-まる"
椎,S,2,oak,ツイ
墜,S,3,crash down,ツイ
塚,S,2.5,hillock,つか
漬,S,2.5,pickling,"つ-ける,つ-かる"
坪,S,2.5,two-mat area,つぼ
爪,S,2,claw,"つめ,（つま）"
鶴,S,2,crane,つる
呈,S,2.5,display,テイ
廷,S,2.5,courts,テイ
抵,S,4,resist,テイ
邸,S,2.5,residence,テイ
亭,S,2.5,pavilion,テイ
貞,S,2.5,upright,テイ
帝,S,3,sovereign,テイ
訂,S,3,revise,テイ
逓,S,2.5,relay,テイ
偵,S,2.5,spy,テイ
堤,S,4,dike,"テイ,つつみ"
艇,S,2.5,rowboat,テイ
締,S,3,tighten,"テイ,し-まる,し-める"
諦,S,2,abandon,"テイ,あきら-める"
泥,S,2.5,mud,"デイ,どろ"
摘,S,4,pinch,"テキ,つ-む"
滴,S,4,drip,"テキ,しずく,したた-る"
溺,S,2,drown,"デキ,おぼ-れる"
迭,S,2.5,transfer,テツ
哲,S,3,philosophy,テツ
徹,S,2.5,penetrate,テツ
撤,S,2.5,remove,テツ
添,S,4,annexed,"テン,そ-える,そ-う"
塡,S,2,fill in,テン
殿,S,4,Mr.,"デン,テン,との,どの"
斗,S,3,Big Dipper,ト
吐,S,4,spit,"ト,は-く"
妬,S,2,jealousy,"ト,ねた-む"
途,S,4,route,ト
渡,S,4,transit,"ト,わた-る,わた-す"
塗,S,3,paint,"ト,ぬ-る"
賭,S,2,gamble,"ト,か-ける"
奴,S,4,guy,ド
怒,S,4,angry,"ド,いか-る,おこ-る"
到,S,4,arrival,トウ
逃,S,4,escape,"トウ,に-げる,に-がす,のが-す,のが-れる"
倒,S,4,overthrow,"トウ,たお-れる,たお-す"
凍,S,3,frozen,"トウ,こお-る,こご-える"
唐,S,4,T'ang,"トウ,から"
桃,S,4,peach tree,"トウ,もも"
透,S,4,transparent,"トウ,す-く,す-かす,す-ける"
悼,S,2.5,lament,"トウ,いた-む"
盗,S,4,steal,"トウ,ぬす-む"
陶,S,3,pottery,トウ
塔,S,4,pagoda,トウ
搭,S,2.5,board,トウ
棟,S,2.5,ridgepole,"トウ,むね,（むな）"
痘,S,3,pox,トウ
筒,S,2.5,cylinder,"トウ,つつ"
稲,S,4,rice plant,"トウ,いね,（いな）"
踏,S,4,step,"トウ,ふ-む,ふ-まえる"
謄,S,2.5,mimeograph,トウ
藤,S,2,wisteria,"トウ,ふじ"
闘,S,4,fight,"トウ,たたか-う"
騰,S,2.5,inflation,トウ
洞,S,2.5,den,"ドウ,ほら"
胴,S,4,torso,ドウ
瞳,S,2,pupil,"ドウ,ひとみ"
峠,S,4,mountain peak,とうげ
匿,S,3,hide,トク
督,S,2.5,coach,トク
篤,S,3,fervent,トク
栃,S,2,horse chestnut,（とち）
凸,S,2.5,convex,トツ
突,S,4,stab,"トツ,つ-く"
屯,S,2.5,barracks,トン
豚,S,3,pork,"トン,ぶた"
頓,S,2,suddenly,トン
貪,S,2,covet,"ドン,むさぼ-る"
鈍,S,4,dull,"ドン,にぶ-い,にぶ-る"
曇,S,4,cloudy weather,"ドン,くも-る"
丼,S,2,bowl of food,"どんぶり,（どん）"
那,S,2,what,ナ
奈,S,2,what,ナ
梨,S,2,pear tree,なし
謎,S,2,riddle,なぞ
鍋,S,2,pot,なべ
軟,S,2.5,soft,"ナン,やわ-らか,やわ-らかい"
尼,S,2.5,nun,"ニ,あま"
弐,S,4,two (archaic),ニ
匂,S,2,scent,にお-う
虹,S,2,rainbow,にじ
尿,S,3,urine,ニョウ
妊,S,2.5,pregnancy,ニン
忍,S,2.5,endure,"ニン,しの-ぶ,しの-ばせる"
寧,S,2.5,rather,ネイ
捻,S,2,twist,"ネン,ひね-る"
粘,S,3,sticky,"ネン,ねば-る"
悩,S,4,trouble,"ノウ,なや-む,なや-ます"
濃,S,4,concentrated,"ノウ,こ-い"
把,S,2.5,grasp,ハ
覇,S,2.5,hegemony,ハ
婆,S,3,old woman,バ
罵,S,2,insult,"バ,ののし-る"
杯,S,4,counter for cups,"ハイ,さかずき"
排,S,3,repudiate,ハイ
廃,S,2.5,abolish,"ハイ,すた-れる,すた-る"
輩,S,4,comrade,ハイ
培,S,2.5,cultivate,"バイ,つちか-う"
陪,S,3,obeisance,バイ
媒,S,2.5,mediator,バイ
賠,S,2.5,compensation,バイ
伯,S,2.5,chief,ハク
拍,S,4,clap,"ハク,（ヒョウ）"
泊,S,4,overnight,"ハク,と-まる,と-める"
迫,S,4,urge,"ハク,せま-る"
剝,S,2,peel,"ハク,は-がす,は-ぐ,は-がれる,は-げる"
舶,S,2.5,liner,ハク
薄,S,4,dilute,"ハク,うす-い,うす-める,うす-まる,うす-らぐ,うす-れる"
漠,S,2.5,vague,バク
縛,S,3,truss,"バク,しば-る"
爆,S,4,explode,バク
箸,S,2,chopsticks,はし
肌,S,2.5,texture,はだ
鉢,S,2.5,bowl,"ハチ,（ハツ）"
髪,S,4,hair of the head,"ハツ,かみ"
伐,S,3,fell,バツ
抜,S,4,slip out,"バツ,ぬ-く,ぬ-ける,ぬ-かす,ぬ-かる"
罰,S,4,penalty,"バツ,バチ"
閥,S,2.5,clique,バツ
氾,S,2,spread out,ハン
帆,S,3,sail,"ハン,ほ"
汎,S,2,pan-,ハン
伴,S,3,consort,"ハン,バン,ともな-う"
阪,S,2,heights,ハン
畔,S,3,paddy-ridge,ハン
般,S,4,generally,ハン
販,S,4,marketing,ハン
斑,S,2,blemish,ハン
搬,S,4,conveyor,ハン
煩,S,2.5,anxiety,"ハン,（ボン）,わずら-う,わずら-わす"
頒,S,2.5,partition,ハン
範,S,4,pattern,ハン
繁,S,4,luxuriant,ハン
藩,S,3,clan,ハン
蛮,S,3,barbarian,バン
盤,S,4,tray,バン
妃,S,2.5,queen,ヒ
彼,S,4,he,"ヒ,かれ,（かの）"
披,S,2.5,expose,ヒ
卑,S,3,lowly,"ヒ,いや-しい,いや-しむ,いや-しめる"
疲,S,4,exhausted,"ヒ,つか-れる"
被,S,4,"incur,suffer","ヒ,こうむ-る"
扉,S,2.5,front door,"ヒ,とびら"
碑,S,3,tombstone,ヒ
罷,S,2.5,quit,ヒ
避,S,4,evade,"ヒ,さ-ける"
尾,S,4,tail,"ビ,お"
眉,S,2,eyebrow,"ビ,（ミ）,まゆ"
微,S,4,delicate,ビ
膝,S,2,knee,ひざ
肘,S,2,elbow,ひじ
匹,S,4,equal,"ヒツ,ひき"
泌,S,3,ooze,"ヒツ,ヒ"
姫,S,3,princess,ひめ
漂,S,3,drift,"ヒョウ,ただよ-う"
苗,S,3,seedling,"ビョウ,なえ,（なわ）"
描,S,4,sketch,"ビョウ,えが-く,か-く"
猫,S,2.5,cat,"ビョウ,ねこ"
浜,S,4,seacoast,"ヒン,はま"
賓,S,2.5,V.I.P.,ヒン
頻,S,2.5,repeatedly,ヒン
敏,S,4,cleverness,ビン
瓶,S,2.5,flower pot,ビン
扶,S,2.5,aid,フ
怖,S,4,dreadful,"フ,こわ-い"
阜,S,2,mound,（フ）
附,S,2.5,affixed,フ
訃,S,2,obituary,フ
赴,S,3,proceed,"フ,おもむ-く"
浮,S,4,floating,"フ,う-く,う-かれる,う-かぶ,う-かべる"
符,S,3,token,フ
普,S,4,universal,フ
腐,S,4,rot,"フ,くさ-る,くさ-れる,くさ-らす"
敷,S,4,spread,"フ,し-く"
膚,S,4,skin,フ
賦,S,4,levy,フ
譜,S,2.5,musical score,フ
侮,S,2.5,scorn,"ブ,あなど-る"
舞,S,4,dance,"ブ,ま-う,まい"
封,S,3,seal,"フウ,ホウ"
伏,S,3,prostrated,"フク,ふ-せる,ふ-す"
幅,S,4,breadth,"フク,はば"
覆,S,3,capsize,"フク,おお-う,くつがえ-す,くつがえ-る"
払,S,4,pay,"フツ,はら-う"
沸,S,2.5,seethe,"フツ,わ-く,わ-かす"
紛,S,3,distract,"フン,まぎ-れる,まぎ-らす,まぎ-らわす,まぎ-らわしい"
雰,S,2.5,atmosphere,フン
噴,S,4,erupt,"フン,ふ-く"
墳,S,3,tomb,フン
憤,S,2.5,aroused,"フン,いきどお-る"
丙,S,2.5,third class,ヘイ
併,S,2.5,join,"ヘイ,あわ-せる"
柄,S,4,design,"ヘイ,がら,え"
塀,S,2.5,fence,ヘイ
幣,S,2.5,cash,ヘイ
弊,S,2.5,abuse,ヘイ
蔽,S,2,cover,ヘイ
餅,S,2,mochi rice cake,"ヘイ,もち"
壁,S,4,wall,"ヘキ,かべ"
璧,S,2,sphere,ヘキ
癖,S,3,mannerism,"ヘキ,くせ"
蔑,S,2,ignore,"ベツ,さげす-む"
偏,S,2.5,partial,"ヘン,かたよ-る"
遍,S,2.5,everywhere,ヘン
哺,S,2,suckle,ホ
捕,S,4,catch,"ホ,と-らえる,と-らわれる,と-る,つか-まえる,つか-まる"
舗,S,4,pavement,ホ
募,S,3,recruit,"ボ,つの-る"
慕,S,3,pining,"ボ,した-う"
簿,S,3,register,ボ
芳,S,3,perfume,"ホウ,かんば-しい"
邦,S,3,home country,ホウ
奉,S,3,observance,"ホウ,（ブ）,たてまつ-る"
抱,S,4,embrace,"ホウ,だ-く,いだ-く,かか-える"
泡,S,2.5,bubbles,"ホウ,あわ"
胞,S,3,placenta,ホウ
俸,S,2.5,salary,ホウ
倣,S,3,emulate,"ホウ,なら-う"
峰,S,4,summit,"ホウ,みね"
砲,S,4,cannon,ホウ
崩,S,3,crumble,"ホウ,くず-れる,くず-す"
蜂,S,2,bee,"ホウ,はち"
飽,S,3,sated,"ホウ,あ-きる,あ-かす"
褒,S,2.5,praise,"ホウ,ほ-める"
縫,S,3,sew,"ホウ,ぬ-う"
乏,S,3,scarce,"ボウ,とぼ-しい"
忙,S,4,busy,"ボウ,いそが-しい"
坊,S,4,boy,"ボウ,（ボッ）"
妨,S,3,disturb,"ボウ,さまた-げる"
房,S,3,tassel,"ボウ,ふさ"
肪,S,4,obese,ボウ
某,S,3,so-and-so,ボウ
冒,S,4,risk,"ボウ,おか-す"
剖,S,2.5,divide,ボウ
紡,S,2.5,spinning,"ボウ,つむ-ぐ"
傍,S,4,bystander,"ボウ,かたわ-ら"
帽,S,4,cap,ボウ
貌,S,2,appearance,ボウ
膨,S,3,swell,"ボウ,ふく-らむ,ふく-れる"
謀,S,3,conspire,"ボウ,（ム）,はか-る"
頰,S,2,cheek,ほお
朴,S,2.5,crude,ボク
睦,S,2,harmonious,ボク
僕,S,2.5,me,ボク
墨,S,3,black ink,"ボク,すみ"
撲,S,2.5,slap,ボク
没,S,3,drown,ボツ
勃,S,2,rise,ボツ
堀,S,2.5,ditch,ほり
奔,S,2.5,bustle,ホン
翻,S,3,flip,"ホン,ひるがえ-る,ひるがえ-す"
凡,S,4,mediocre,"ボン,（ハン）"
盆,S,4,basin,ボン
麻,S,2.5,hemp,"マ,あさ"
摩,S,2.5,chafe,マ
磨,S,2.5,grind,"マ,みが-く"
魔,S,3,witch,マ
昧,S,2,foolish,マイ
埋,S,3,bury,"マイ,う-める,う-まる,う-もれる"
膜,S,3,membrane,マク
枕,S,2,pillow,まくら
又,S,3,or again,また
抹,S,2.5,rub,マツ
慢,S,4,ridicule,マン
漫,S,4,cartoon,マン
魅,S,3,fascination,ミ
岬,S,2.5,headland,みさき
蜜,S,2,honey,ミツ
妙,S,4,exquisite,ミョウ
眠,S,4,sleep,"ミン,ねむ-る,ねむ-い"
矛,S,4,halberd,"ム,ほこ"
霧,S,4,fog,"ム,きり"
娘,S,4,daughter,むすめ
冥,S,2,dark,"メイ,ミョウ"
銘,S,2.5,inscription,メイ
滅,S,3,destroy,"メツ,ほろ-びる,ほろ-ぼす"
免,S,3,excuse,"メン,まぬか-れる"
麺,S,2,noodles,メン
茂,S,4,overgrown,"モ,しげ-る"
妄,S,2.5,delusion,"モウ,ボウ"
盲,S,2.5,blind,モウ
耗,S,2.5,decrease,"モウ,（コウ）"
猛,S,4,fierce,モウ
網,S,4,netting,"モウ,あみ"
黙,S,4,silence,"モク,だま-る"
紋,S,4,family crest,モン
冶,S,2,melting,ヤ
弥,S,2,all the more,や
厄,S,2.5,unlucky,ヤク
躍,S,4,leap,"ヤク,おど-る"
闇,S,2,darkness,やみ
喩,S,2,metaphor,ユ
愉,S,2.5,pleasure,ユ
諭,S,2.5,rebuke,"ユ,さと-す"
癒,S,2.5,healing,"ユ,い-える,い-やす"
唯,S,2.5,solely,"ユイ,（イ）"
幽,S,3,seclude,ユウ
悠,S,2.5,permanence,ユウ
湧,S,2,boil,"ユウ,わ-く"
猶,S,2.5,furthermore,ユウ
裕,S,2.5,abundant,ユウ
雄,S,4,male,"ユウ,お,おす"
誘,S,3,entice,"ユウ,さそ-う"
憂,S,3,melancholy,"ユウ,うれ-える,うれ-い,う-い"
融,S,2.5,dissolve,ユウ
与,S,4,give,"ヨ,あた-える"
誉,S,4,reputation,"ヨ,ほま-れ"
妖,S,2,bewitching,"ヨウ,あや-しい"
庸,S,2.5,commonplace,ヨウ
揚,S,3,hoist,"ヨウ,あ-げる,あ-がる"
揺,S,3,swing,"ヨウ,ゆ-れる,ゆ-る,ゆ-らぐ,ゆ-るぐ,ゆ-する,ゆ-さぶる,ゆ-すぶる"
溶,S,4,melt,"ヨウ,と-ける,と-かす,と-く"
腰,S,4,loins,"ヨウ,こし"
瘍,S,2,boil (medical),ヨウ
踊,S,4,jump,"ヨウ,おど-る,おど-り"
窯,S,2.5,kiln,"ヨウ,かま"
擁,S,3,embrace,ヨウ
謡,S,4,noh chanting,"ヨウ,うたい,うた-う"
抑,S,3,repress,"ヨク,おさ-える"
沃,S,2,fertility,ヨク
翼,S,4,wing,"ヨク,つばさ"
拉,S,2,crush,ラ
裸,S,3,naked,"ラ,はだか"
羅,S,2.5,gauze,ラ
雷,S,4,thunder,"ライ,かみなり"
頼,S,4,trust,"ライ,たの-む,たの-もしい,たよ-る"
絡,S,4,entwine,"ラク,から-む,から-まる,から-める"
酪,S,2.5,dairy products,ラク
辣,S,2,bitter,ラツ
濫,S,3,excessive,ラン
藍,S,2,indigo,"ラン,あい"
欄,S,4,column,ラン
吏,S,3,officer,リ
痢,S,2.5,diarrhea,リ
履,S,2.5,footgear,"リ,は-く"
璃,S,2,glassy,リ
離,S,4,detach,"リ,はな-れる,はな-す"
慄,S,2,fear,リツ
柳,S,2.5,willow,"リュウ,やなぎ"
竜,S,2.5,dragon,"リュウ,たつ"
粒,S,4,grains,"リュウ,つぶ"
隆,S,3,"heighten,plenty",リュウ
硫,S,2.5,sulphur,リュウ
侶,S,2,companion,リョ
虜,S,2.5,captive,リョ
慮,S,4,prudence,リョ
了,S,3,finish,リョウ
涼,S,2.5,refreshing,"リョウ,すず-しい,すず-む"
猟,S,3,game-hunting,リョウ
陵,S,3,mausoleum,"リョウ,みささぎ"
僚,S,2.5,colleague,リョウ
寮,S,2.5,dormitory,リョウ
療,S,4,heal,リョウ
瞭,S,2,clear,リョウ
糧,S,3,provisions,"リョウ,（ロウ）,かて"
厘,S,3,thousandth,リン
倫,S,2.5,ethics,リン
隣,S,4,neighboring,"リン,とな-る,となり"
瑠,S,2,lapis lazuli,ル
涙,S,4,tears,"ルイ,なみだ"
累,S,2.5,accumulate,ルイ
塁,S,2.5,bases,ルイ
励,S,3,encourage,"レイ,はげ-む,はげ-ます"
戻,S,2.5,re-,"レイ,もど-す,もど-る"
鈴,S,2.5,small bell,"レイ,リン,すず"
零,S,3,zero,レイ
霊,S,3,spirits,"レイ,リョウ,たま"
隷,S,4,slave,レイ
齢,S,4,age,レイ
麗,S,4,lovely,"レイ,うるわ-しい"
暦,S,4,calendar,"レキ,こよみ"
劣,S,4,inferiority,"レツ,おと-る"
烈,S,4,ardent,レツ
裂,S,3,split,"レツ,さ-く,さ-ける"
恋,S,4,romance,"レン,こ-う,こい,こい-しい"
廉,S,3,bargain,レン
錬,S,3,tempering,レン
